seqname	start	end	gene_symbol
chr5	143550437	143865249	KCTD16
chr5	143748897	143764873	AC008652.1
chr5	143818767	143848034	AC109441.1
chr5	143818769	143819041	CKS1BP5
chr5	143901703	143902551	AC008716.1
chr5	143914917	143915233	RN7SKP246
chr5	144236453	144608545	AC132803.1
chr5	144381416	144385352	NAMPTP2
chr5	144577338	144577422	AC132803.1
chr5	144608374	144609617	ASS1P10
chr5	144717495	144761233	AC137770.1
chr5	144809374	144830671	AC008700.1
chr5	144851362	145214932	PRELID2
chr5	145107923	145108912	AC011411.1
chr5	145238084	145316689	GRXCR2
chr5	145316141	145461354	SH3RF2
chr5	145376781	145377566	AC005351.1
chr5	145463876	145485140	PLAC8L1
chr5	145478969	145499975	AC091887.1
chr5	145492597	145562213	LARS
chr5	145517318	145517944	AC091959.2
chr5	145518334	145518571	AC091959.1
chr5	145583113	145718814	AC091959.3
chr5	145583168	145668786	RBM27
chr5	145624754	145624816	RNU7-180P
chr5	145686661	145756526	AC011396.2
chr5	145718402	145721291	POU4F3
chr5	145755154	145755782	AC011396.3
chr5	145780544	145786922	AC011396.1
chr5	145826874	145891524	TCERG1
chr5	145892666	145895753	GPR151
chr5	145942789	145996567	AC008728.1
chr5	145960709	146464347	PPP2R2B
chr5	145965662	145965763	RNA5SP196
chr5	145965662	145965763	RNA5SP196
chr5	146035966	146036258	RN7SL791P
chr5	146085944	146087163	KRT8P48
chr5	146114398	146114467	AC011357.1
chr5	146293770	146299069	PPP2R2B-IT1
chr5	146472822	146476803	AC010251.1
chr5	146559767	146614422	STK32A-AS1
chr5	146614526	146767418	STK32A
chr5	146770371	146889631	DPYSL3
chr5	146781323	146781559	AC011373.1
chr5	146939557	147041572	JAKMIP2-AS1
chr5	146965001	147162338	JAKMIP2
chr5	147105114	147108027	AC011370.1
chr5	147204131	147211349	SPINK1
chr5	147231207	147232222	AC011352.2
chr5	147250245	147261754	SCGB3A2
chr5	147260289	147286101	C5orf46
chr5	147265649	147266441	AC011352.1
chr5	147266675	147267267	AC011352.3
chr5	147301742	147302984	EEF1GP2
chr5	147405246	147516852	SPINK5
chr5	147467688	147763470	AC011346.1
chr5	147549296	147554961	SPINK14
chr5	147582357	147594700	SPINK6
chr5	147600923	147601205	HMGN1P16
chr5	147601213	147623143	MARCOL
chr5	147647743	147665818	SPINK13
chr5	147686861	147687821	PGBD4P3
chr5	147691982	147695485	SPINK7
chr5	147700766	147719415	SPINK9
chr5	147763498	147822399	FBXO38
chr5	147809722	147810370	AC114939.1
chr5	147830595	148056798	HTR4
chr5	148024250	148025953	AC008627.1
chr5	148204808	148208250	ADRB2
chr5	148303202	148442726	SH3TC2
chr5	148349903	148350216	AC116312.1
chr5	148437117	148437219	RNU6-732P
chr5	148441876	148441972	MIR584
chr5	148442817	148509141	SH3TC2-DT
chr5	148495741	148496043	RN7SKP145
chr5	148521046	148640105	ABLIM3
chr5	148543518	148656339	AC012613.1
chr5	148596086	148656368	AC012613.2
chr5	148651422	148723200	AFAP1L1
chr5	148703783	148724896	AC131025.3
chr5	148724993	148734146	GRPEL2
chr5	148727679	148737205	GRPEL2-AS1
chr5	148737600	148749216	PCYOX1L
chr5	148750887	148783765	IL17B
chr5	148751737	148754679	AC131025.1
chr5	148786252	148812398	CARMN
chr5	148805334	148807852	AC131025.2
chr5	148808481	148808586	MIR143
chr5	148872545	148931034	CSNK1A1
chr5	148873877	148884233	AC021078.1
chr5	148924946	148925373	RPL29P14
chr5	148931510	149014531	ARHGEF37
chr5	148983839	148983980	AC021078.1
chr5	148986200	148986304	RNU6-588P
chr5	149073800	149075871	AC022100.1
chr5	149075312	149075522	U3
chr5	149101633	149101933	RN7SL868P
chr5	149109861	149234585	PPARGC1B
chr5	149112388	149112453	MIR378A
chr5	149237516	149324356	PDE6A
chr5	149311577	149312231	AC008427.1
chr5	149319593	149319694	Y_RNA
chr5	149340300	149373018	SLC26A2
chr5	149372681	149380217	TIGD6
chr5	149379609	149432705	HMGXB3
chr5	149394348	149394717	AC011406.1
chr5	149401130	149401484	RPS20P4
chr5	149408912	149409015	snoU13
chr5	149432854	149492935	CSF1R
chr5	149473865	149474611	RPL7P1
chr5	149477969	149478069	Y_RNA
chr5	149493402	149535435	PDGFRB
chr5	149546358	149564121	CDX1
chr5	149569625	149602351	SLC6A7
chr5	149599054	149669854	CAMK2A
chr5	149675906	149718870	ARSI
chr5	149737192	149779871	TCOF1
chr5	149779604	149792492	CD74
chr5	149807467	149809469	AC011388.1
chr5	149822198	149829302	RPS14
chr5	149855094	149865531	NDST1-AS1
chr5	149865381	149937773	NDST1
chr5	149923152	149923251	snoU13
chr5	149980642	150038769	SYNPO
chr5	149987990	149994916	AC011383.1
chr5	150000569	150006341	AC008453.2
chr5	150040436	150058927	MYOZ3
chr5	150050220	150051952	AC008453.1
chr5	150070354	150080639	RBM22
chr5	150088002	150138671	DCTN4
chr5	150157508	150176296	SMIM3
chr5	150226085	150280298	IRGM
chr5	150273954	150284545	ZNF300
chr5	150310207	150325851	ZNF300P1
chr5	150329671	150332022	AC022106.1
chr5	150357981	150358737	AC022106.2
chr5	150399999	150408553	GPX3
chr5	150409506	150473138	TNIP1
chr5	150480267	150537346	ANXA6
chr5	150537667	150538023	AC008641.1
chr5	150553542	150560178	AC011342.1
chr5	150560613	150603654	CCDC69
chr5	150591711	150650001	GM2A
chr5	150656323	150683327	SLC36A3
chr5	150694533	150727151	SLC36A2
chr5	150698983	150699337	AC008385.1
chr5	150745860	150816514	AC034205.2
chr5	150748005	150748076	AC034205.1
chr5	150757564	150758201	AC034205.1
chr5	150759902	150761942	AC034205.3
chr5	150816607	150871940	SLC36A1
chr5	150857020	150857138	RNA5SP197
chr5	150883654	150948505	FAT2
chr5	150889014	150892330	AC011337.1
chr5	150974825	150982270	AC011374.3
chr5	151031836	151035010	AC011374.1
chr5	151040657	151066536	SPARC
chr5	151056506	151105034	CLMAT3
chr5	151083850	151084139	RN7SKP232
chr5	151104392	151104917	AC011374.2
chr5	151121877	151152093	ATOX1
chr5	151133553	151146808	AC091982.1
chr5	151145420	151145939	RPLP1P6
chr5	151149803	151151069	AC091982.3
chr5	151150606	151192346	G3BP1
chr5	151202074	151304403	GLRA1
chr5	151228447	151230352	AC091982.2
chr5	151255127	151255253	RNA5SP198
chr5	151329132	151650010	LINC01933
chr5	151754559	152105720	AC008571.2
chr5	151771093	151812929	NMUR2
chr5	151875279	151875578	AC008571.1
chr5	151998525	152603103	LINC01470
chr5	152869175	153193429	GRIA1
chr5	153134942	153135238	RN7SL177P
chr5	153266988	153278547	LINC01861
chr5	153281019	153282783	AC091962.1
chr5	153369708	153418496	FAM114A2
chr5	153418466	153600038	MFAP3
chr5	153472864	153472939	AC010295.1
chr5	153570290	153800544	GALNT10
chr5	153705128	153825410	SAP30L-AS1
chr5	153717031	153718012	HNRNPA3P7
chr5	153719592	153719686	AC008625.1
chr5	153725602	153727394	AC008625.1
chr5	153726666	153726807	MIR1294
chr5	153728988	153729283	RN7SL655P
chr5	153825557	153840613	SAP30L
chr5	153854532	153857787	HAND1
chr5	153863477	153865710	AC026688.2
chr5	153873136	153874303	AC026688.1
chr5	153938868	153940000	CIR1P1
chr5	153975572	153975632	MIR3141
chr5	154065336	154065421	MIR1303
chr5	154083077	154083344	RN7SL439P
chr5	154092403	154197165	LARP1
chr5	154097945	154098249	Metazoa_SRP
chr5	154108791	154109254	AC008379.1
chr5	154198052	154238812	FAXDC2
chr5	154209018	154209100	MIR378H
chr5	154237113	154256353	CNOT8
chr5	154266971	154317771	GEMIN5
chr5	154320633	154348971	MRPL22
chr5	154373158	154374005	AC008410.1
chr5	154393315	154397692	KIF4B
chr5	154404274	154404360	AC008410.1
chr5	154466990	154578812	AC010476.2
chr5	154490744	154491884	AC010476.1
chr5	154776851	154777913	AC010591.1
chr5	154870896	154873158	AC008725.1
chr5	155272447	155272538	RNA5SP199
chr5	155297354	156194799	SGCD
chr5	155446238	155466987	AC011351.1
chr5	155885408	155885517	AC027308.1
chr5	156131069	156166823	AC025434.1
chr5	156241141	156241245	RNU6-556P
chr5	156277549	156279539	PPP1R2B
chr5	156346303	156390237	TIMD4
chr5	156351130	156351721	APOOP1
chr5	156456424	156486130	HAVCR1
chr5	156512843	156569880	HAVCR2
chr5	156531799	156541911	AC011377.1
chr5	156564435	156586030	MED7
chr5	156569944	156682201	ITK
chr5	156588857	156593275	FAM71B
chr5	156626253	156651390	AC010609.1
chr5	156662195	156662309	AC010609.1
chr5	156687132	156693635	AC009185.1
chr5	156693089	156822603	CYFIP2
chr5	156768604	156887108	AC008676.3
chr5	156768606	156772685	FNDC9
chr5	156790390	156792509	AC016571.1
chr5	156802749	156811958	AC008676.1
chr5	156822542	157002783	ADAM19
chr5	156849447	156849881	AC008676.2
chr5	156887027	156901725	NIPAL4
chr5	156992972	156996106	AC106801.1
chr5	157006505	157006607	RNU6-390P
chr5	157031715	157032645	AC008694.2
chr5	157052687	157098488	SOX30
chr5	157098541	157107166	C5orf52
chr5	157109993	157117886	AC008694.1
chr5	157158428	157168457	THG1L
chr5	157160003	157161727	AC026407.1
chr5	157170720	157187717	LSM11
chr5	157174512	157174715	AC026407.1
chr5	157212751	157286183	CLINT1
chr5	157236106	157236212	RNU6-260P
chr5	157358266	157358571	AC008677.2
chr5	157403774	157403964	RNU2-48P
chr5	157411666	157416998	MARK2P11
chr5	157413154	157414714	AC008677.1
chr5	157505107	157505772	AC008677.3
chr5	157600609	157603430	AC025437.5
chr5	157602404	157627024	AC025437.4
chr5	157615985	157616919	AC025437.6
chr5	157652360	157661384	AC025437.3
chr5	157683145	157685444	AC025437.2
chr5	157702719	157705821	AC025437.1
chr5	157747691	157836781	LINC02227
chr5	157851593	157879766	AC091979.1
chr5	157891473	157891686	AC091979.2
chr5	157912198	158015554	AC091939.1
chr5	158122924	158526924	EBF1
chr5	158410014	158411797	AC136424.2
chr5	158412814	158414207	AC136424.1
chr5	158527491	158544486	LINC02202
chr5	158533388	158535625	AC134043.2
chr5	158584417	158637061	RNF145
chr5	158636929	158675804	AC134043.1
chr5	158654723	158672135	LINC01932
chr5	158657202	158657330	SNORA68
chr5	158690298	158713044	UBLCP1
chr5	158737753	159232543	AC008691.1
chr5	158741791	158757895	IL12B
chr5	158745050	158745175	RNU4ATAC2P
chr5	158875564	158893299	LINC01845
chr5	158952946	158953018	AC008703.2
chr5	159125593	159364773	LINC01847
chr5	159292087	159400019	ADRA1B
chr5	159377500	159378505	GAPDHP40
chr5	159435452	159435553	Y_RNA
chr5	159436120	159492550	TTC1
chr5	159450747	159451052	AC068657.1
chr5	159488808	159546457	PWWP2A
chr5	159556217	159556280	AC008706.1
chr5	159614374	159665742	FABP6
chr5	159622751	159631833	AC008609.1
chr5	159674524	159675224	AC112191.1
chr5	159676113	159772403	CCNJL
chr5	159685260	159685592	AC112191.2
chr5	159718795	159719067	RN7SL295P
chr5	159753700	159753976	AC112191.3
chr5	159774758	159797648	C1QTNF2
chr5	159820155	159827061	ZBED8
chr5	159828648	159848718	SLU7
chr5	159848862	159855746	PTTG1
chr5	159865601	159914433	MIR3142HG
chr5	159901409	159901490	MIR3142
chr5	159990127	160279221	ATP10B
chr5	160040880	160066190	AC008456.1
chr5	160091594	160091688	AC011363.1
chr5	160112358	160119896	AC011363.1
chr5	160358785	160365633	LINC02159
chr5	160657057	160657154	AC022120.1
chr5	160715436	160976050	GABRB2
chr5	160974069	161129599	GABRA6
chr5	161114353	161116414	AC091944.1
chr5	161178454	161178774	GLRXP3
chr5	161274069	161326987	GABRA1
chr5	161334117	161428542	LINC01202
chr5	161427063	161589983	GABRG2
chr5	161851048	162864332	AC113414.1
chr5	161904897	161904999	RNU6-164P
chr5	162188839	162189319	ARL2BPP5
chr5	162466297	162466605	MRPL57P6
chr5	162843531	162843737	AC008723.1
chr5	162864575	162873157	CCNG1
chr5	162873532	162887108	NUDCD2
chr5	162887209	162918947	HMMR
chr5	162910071	162921064	HMMR-AS1
chr5	162930120	162946360	MAT2B
chr5	163024358	163039522	AC010291.1
chr5	163136216	163136520	AC116917.1
chr5	163223071	163223171	RNU6-168P
chr5	163282146	163283648	AC008432.1
chr5	163314512	163314833	LSM1P2
chr5	163546104	163661103	AC008662.1
chr5	163636637	163638898	AC008662.2
chr5	163723702	164598649	AC109466.1
chr5	163875167	163894885	LINC02143
chr5	164028008	164028458	AC008446.1
chr5	164362168	164362274	RNU6-209P
chr5	164556313	164580020	AC091973.1
chr5	164647583	164668762	LINC01938
chr5	164776036	165205694	AC008415.1
chr5	165036446	165036684	RN7SKP60
chr5	165209810	165210139	AC008562.1
chr5	165332131	165332613	AC008489.1
chr5	165455572	165456316	RPL7P20
chr5	165555503	165582444	AC114321.1
chr5	165586438	165586525	AC122720.1
chr5	165809310	165809604	AC026403.1
chr5	166332227	166353375	LINC01947
chr5	166543323	166546590	AC091819.2
chr5	166591939	166595406	AC091819.1
chr5	166711804	167691162	TENM2
chr5	166714325	166721278	AC091820.2
chr5	166723239	166730377	AC091820.1
chr5	166733278	166736875	AC008601.1
chr5	167080233	167087486	AC008708.2
chr5	167148368	167156129	AC008708.1
chr5	167297550	167297670	AC093304.1
chr5	167364722	167380474	AC008464.1
chr5	167392192	167394091	AC008705.1
chr5	167460096	167460210	SNORA40
chr5	167512334	167614724	AC011369.1
chr5	167555861	167557427	AC011369.2
chr5	167656588	167696420	AC026689.1
chr5	167718656	167899308	WWC1
chr5	167913456	167946306	RARS
chr5	167956121	167957639	FBLL1
chr5	167975500	168006373	PANK3
chr5	167979282	167980732	SLC2A3P1
chr5	167987897	167987982	MIR103A1
chr5	168043357	168044001	RPL10P9
chr5	168081518	168094766	AC011365.2
chr5	168088738	168728133	SLIT3
chr5	168133572	168147889	AC011365.1
chr5	168195151	168195260	MIR218-2
chr5	168218503	168218615	Y_RNA
chr5	168420005	168422682	AC011389.2
chr5	168439153	168440151	AC011389.3
chr5	168440232	168465003	AC011389.1
chr5	168690605	168690698	MIR585
chr5	168979453	168979559	RNU6-477P
chr5	169010640	169031782	SPDL1
chr5	169064272	169510386	DOCK2
chr5	169199970	169206369	AC008680.1
chr5	169288307	169407499	INSYN2B
chr5	169455492	169455570	MIR378E
chr5	169532901	169536738	FOXI1
chr5	169567668	169568944	KRT18P41
chr5	169618583	169626145	LINC01187
chr5	169659451	169679579	C5orf58
chr5	169673237	169724822	LCP2
chr5	169734726	169762512	LINC01366
chr5	169735705	169739720	AC034199.1
chr5	169780491	170163636	KCNIP1
chr5	169801675	169816638	KCNMB1
chr5	169816497	169849848	AC027306.1
chr5	169910810	169913411	AC008619.1
chr5	170066162	170108441	AC027312.1
chr5	170174051	170215654	AC008514.1
chr5	170190354	170241051	GABRP
chr5	170288874	170727019	RANBP17
chr5	170293839	170294146	RN7SL623P
chr5	170323933	170331465	AC008514.2
chr5	170678870	170679986	AC010306.1
chr5	170710663	170710717	snoU13
chr5	170732984	170736781	AC091980.2
chr5	170736252	170739143	TLX3
chr5	170772347	170772634	AC091980.1
chr5	170786121	170786414	RN7SL339P
chr5	170792599	170794697	RPSAP71
chr5	170793122	170793256	SNORA70
chr5	170793303	170793615	RPL10P8
chr5	170813660	170813764	MIR3912
chr5	170814120	170838141	NPM1
chr5	170846651	170884630	FGF18
chr5	171151579	171164523	AC022440.1
chr5	171197534	171197724	AC011410.1
chr5	171200656	171201743	AC011410.1
chr5	171209436	171223130	SMIM23
chr5	171288553	171433877	FBXW11
chr5	171469083	171615228	STK10
chr5	171507909	171507980	AC113342.1
chr5	171621176	171630456	EFCAB9
chr5	171636650	171710768	UBTD2
chr5	171679338	171679482	SNORA57
chr5	171681422	171682443	KLF3P1
chr5	171706206	171706319	AC008671.1
chr5	171752004	171881529	SH3PXD2B
chr5	171866667	171866758	AC011407.1
chr5	171906278	171963447	AC011407.1
chr5	171970406	171986205	LINC01944
chr5	172036097	172036447	AC027309.3
chr5	172068269	172118543	NEURL1B
chr5	172083525	172083716	AC027309.2
chr5	172089168	172089266	MIR5003
chr5	172117457	172124723	AC027309.1
chr5	172182460	172189590	AC022217.2
chr5	172189524	172190261	AC022217.1
chr5	172189983	172209337	AC022217.3
chr5	172195099	172198198	DUSP1
chr5	172206985	172207097	Y_RNA
chr5	172212265	172212427	AC022217.4
chr5	172243595	172246961	AC110011.1
chr5	172261254	172379686	ERGIC1
chr5	172381789	172386395	AC008429.1
chr5	172381910	172384165	AC008429.3
chr5	172385732	172396774	RPL26L1
chr5	172402514	172403377	AC008429.2
chr5	172410774	172462448	ATP6V0E1
chr5	172413683	172414201	AC008429.4
chr5	172447731	172447931	SNORA74B
chr5	172479455	172479558	Y_RNA
chr5	172483355	172566287	CREBRF
chr5	172512345	172513213	CDC42P5
chr5	172571165	172572042	AC008378.1
chr5	172571445	172591390	BNIP1
chr5	172652839	172653426	RPL7AP33
chr5	172659112	172662314	NKX2-5
chr5	172681193	172681293	Y_RNA
chr5	172719520	172719622	RNA5SP200
chr5	172741716	172756506	STC2
chr5	172789137	172789243	RNU6-500P
chr5	172810944	172878594	AC016573.1
chr5	172890487	172911587	AC008632.1
chr5	172989481	173000202	AC008663.1
chr5	173001941	173003278	AC008663.3
chr5	173005278	173012071	AC008663.2
chr5	173034517	173043663	BOD1
chr5	173069522	173085197	LINC01863
chr5	173116462	173132852	LINC01942
chr5	173134617	173173282	LINC01484
chr5	173157081	173157180	AC008674.1
chr5	173184565	173200167	AC008674.1
chr5	173205530	173236042	LINC01485
chr5	173315352	173388983	CPEB4
chr5	173400782	173433143	C5orf47
chr5	173466754	173467243	RPL12P22
chr5	173472709	173670504	NSG2
chr5	173483063	173483588	AC113423.1
chr5	173508509	173513621	AC113423.2
chr5	173600104	173608817	AC011333.1
chr5	173756615	173757506	AC025752.1
chr5	173763298	173959460	LINC01411
chr5	173940308	173941310	GAPDHP71
chr5	173988779	173989066	SUMO2P6
chr5	174045167	174052778	AC108112.1
chr5	174059935	174060212	HIGD1AP3
chr5	174151585	174157899	MSX2
chr5	174178307	174277728	AC113346.2
chr5	174178737	174178790	MIR4634
chr5	174247030	174253327	AC113346.1
chr5	174346085	174422516	LINC01951
chr5	174350093	174350948	NIFKP2
chr5	174353544	174353720	AC008413.1
chr5	174413298	174414053	AC008413.2
chr5	174717734	174718255	ARL2BPP6
chr5	174867039	174871185	DRD1
chr5	174877819	174877921	snoU13
chr5	174898417	174902381	AC091393.2
chr5	174904065	174956745	SFXN1
chr5	174910598	174911195	AC091393.1
chr5	175055191	175055465	RN7SKP148
chr5	175085033	175137759	HRH2
chr5	175130901	175131007	RNU6-226P
chr5	175223313	175311024	CPLX2
chr5	175330877	175331374	AC138965.3
chr5	175333942	175385541	AC138965.2
chr5	175344876	175461683	THOC3
chr5	175362212	175362304	AC138965.1
chr5	175399609	175414669	AC138965.1
chr5	175433148	175434390	OR1X1P
chr5	175463596	175469891	AC139491.3
chr5	175476681	175489024	AC139491.1
chr5	175487692	175543018	FAM153B
chr5	175490751	175553962	AC139491.7
chr5	175546548	175583940	AC139491.5
chr5	175551213	175558464	AC139491.4
chr5	175570081	175583992	AC139491.6
chr5	175570088	175612158	AC139491.2
chr5	175585613	175595370	AC139491.8
chr5	175600348	175626298	AC139493.2
chr5	175630317	175630713	AC139493.1
chr5	175665370	175772994	SIMC1
chr5	175735066	175736016	BRCC3P1
chr5	175773065	175788810	KIAA1191
chr5	175774944	175780587	AC138956.1
chr5	175781209	175783171	AC138956.2
chr5	175792490	175828866	ARL10
chr5	175794949	175795034	MIR1271
chr5	175810941	175815976	NOP16
chr5	175815752	175816762	HIGD2A
chr5	175819456	175843570	CLTB
chr5	175866091	175866239	AC010297.1
chr5	175874629	175937075	FAF2
chr5	175878763	175878873	AC010297.1
chr5	175953713	175965026	RNF44
chr5	175969512	176022975	CDHR2
chr5	175974436	175974727	RN7SL684P
chr5	175983705	175983806	Y_RNA
chr5	176022803	176037157	GPRIN1
chr5	176047083	176057557	SNCB
chr5	176056440	176056501	MIR4281
chr5	176057619	176073645	EIF4E1B
chr5	176074388	176086055	TSPAN17
chr5	176134357	176153244	AC113391.1
chr5	176153943	176166459	AC113391.2
chr5	176170206	176170872	LINC01574
chr5	176237520	176307899	UNC5A
chr5	176307870	176326347	HK3
chr5	176332006	176449634	UIMC1
chr5	176449697	176508190	ZNF346
chr5	176478715	176479964	ZNF346-IT1
chr5	176513906	176525145	FGFR4
chr5	176560026	176727216	NSD1
chr5	176687341	176690910	AC146507.3
chr5	176691767	176692242	AC146507.2
chr5	176692581	176693589	PRMT1P1
chr5	176728199	176730745	RAB24
chr5	176728462	176739758	MXD3
chr5	176730800	176733950	PRELID1
chr5	176758568	176778669	LMAN2
chr5	176767675	176767919	RN7SL562P
chr5	176773074	176773427	AC146507.1
chr5	176784925	176799597	RGS14
chr5	176806236	176825849	SLC34A1
chr5	176827110	176827662	PFN3
chr5	176829141	176836577	F12
chr5	176830205	176869902	GRK6
chr5	176865504	176874700	PRR7-AS1
chr5	176873446	176883287	PRR7
chr5	176883609	176901402	DBN1
chr5	176903632	176906657	AC145098.2
chr5	176910395	176924607	PDLIM7
chr5	176921996	176930648	AC145098.1
chr5	176928908	176938275	DOK3
chr5	176938578	176943962	DDX41
chr5	176946790	176981564	FAM193B
chr5	176981825	176982365	AC139795.3
chr5	177019159	177023125	TMED9
chr5	177027133	177037331	B4GALT7
chr5	177038241	177046755	AC139795.2
chr5	177046060	177099210	AC139795.1
chr5	177109295	177140970	AC138819.1
chr5	177134982	177210399	FAM153A
chr5	177209198	177221397	AC140125.2
chr5	177228205	177230345	AC140125.1
chr5	177236408	177377733	AC106795.1
chr5	177263435	177264647	OR1X5P
chr5	177283263	177298228	AC140125.3
chr5	177335466	177335558	AC106795.1
chr5	177366623	177410055	AC106795.3
chr5	177377336	177390961	AC106795.2
chr5	177394005	177394458	AC106795.5
chr5	177398317	177399282	SUDS3P1
chr5	177419236	177423243	PROP1
chr5	177433349	177513530	FAM153CP
chr5	177482605	177483195	AC136632.1
chr5	177540533	177553082	N4BP3
chr5	177557997	177577569	RMND5B
chr5	177576461	177580968	NHP2
chr5	177592703	177593563	AC136632.2
chr5	177611504	177614433	GMCL2
chr5	177631534	177638164	HNRNPAB
chr5	177635472	177659803	PHYKPL
chr5	177664619	178017394	COL23A1
chr5	177771844	177772317	AC136601.2
chr5	177777868	177779251	AC136601.1
chr5	177804925	177805219	RN7SL646P
chr5	177865682	177870095	AC008659.1
chr5	178029665	178057616	CLK4
chr5	178046729	178046999	RN7SKP70
chr5	178117805	178120682	AC113348.3
chr5	178121606	178124696	AC113348.1
chr5	178121606	178156336	AC113348.2
chr5	178138513	178157660	ZNF354A
chr5	178191862	178245436	AACSP1
chr5	178252383	178252572	AC126915.2
chr5	178267098	178268135	AC126915.1
chr5	178269029	178269236	AC126915.3
chr5	178286954	178315123	ZNF354B
chr5	178311716	178311880	RNU1-39P
chr5	178322899	178360213	ZFP2
chr5	178336711	178337610	AC104117.1
chr5	178349065	178349717	PIGFP1
chr5	178365678	178366224	AC104117.5
chr5	178368192	178393434	ZNF454
chr5	178396391	178417117	AC104117.3
chr5	178404588	178423207	GRM6
chr5	178424970	178425816	AC104117.4
chr5	178450753	178462065	ZNF879
chr5	178487416	178510538	ZNF354C
chr5	178509681	178510195	AC104117.2
chr5	178537854	178772462	ADAMTS2
chr5	178804506	178805866	AC109479.3
chr5	178804532	178805762	AC109479.1
chr5	178812820	178812993	AC109479.2
chr5	178882416	178883096	AC136628.1
chr5	178893834	178894126	RN7SL71P
chr5	178930323	178942580	AC136628.4
chr5	178949458	178952075	AC136628.2
chr5	178954225	178954514	AC136628.3
chr5	178977555	179037013	RUFY1
chr5	178999157	178999742	PRDX2P3
chr5	179022905	179030742	AC136604.2
chr5	179041179	179061785	HNRNPH1
chr5	179068545	179072047	C5orf60
chr5	179078285	179079458	AC136604.1
chr5	179084763	179092137	AC136604.3
chr5	179105561	179108035	CBY3
chr5	179105629	179158642	CANX
chr5	179106033	179121769	HMGB3P22
chr5	179159823	179204284	MAML1
chr5	179220981	179223648	LTC4S
chr5	179224597	179233952	MGAT4B
chr5	179225278	179225346	MIR1229
chr5	179233398	179265078	SQSTM1
chr5	179262133	179289173	MRNIP
chr5	179272832	179273152	RN7SKP150
chr5	179274035	179274130	Y_RNA
chr5	179286013	179288283	AC008393.1
chr5	179289066	179334859	TBC1D9B
chr5	179338651	179499113	RNF130
chr5	179360805	179361196	RPS15AP18
chr5	179366457	179367132	AC010285.2
chr5	179390615	179391419	AC010285.1
chr5	179401584	179407186	AC010285.3
chr5	179442303	179442397	MIR340
chr5	179505357	179508691	AC122713.2
chr5	179512717	179514038	AC122713.1
chr5	179527795	179636211	RASGEF1C
chr5	179653378	179654000	AC104115.1
chr5	179660143	179719099	MAPK9
chr5	179684680	179685366	AC104115.2
chr5	179720245	179722253	AC008610.1
chr5	179727698	179780336	GFPT2
chr5	179843949	179870240	AC034213.1
chr5	179871509	179871612	RNU6-525P
chr5	179921379	180005405	CNOT6
chr5	179961184	179961642	AC122714.1
chr5	180009445	180009530	AC122714.1
chr5	180017105	180018499	SCGB3A1
chr5	180028506	180076624	FLT4
chr5	180098892	180099598	AC122714.2
chr5	180111766	180113546	LINC02222
chr5	180119832	180120763	OR2AI1P
chr5	180156586	180156737	RNU1-17P
chr5	180166042	180167099	OR2Y1
chr5	180211782	180242652	MGAT1
chr5	180237401	180238384	AC022413.1
chr5	180253871	180258605	HEIH
chr5	180257326	180266742	LINC00847
chr5	180260928	180262726	AC022413.2
chr5	180274611	180288285	ZFP62
chr5	180326077	180377906	BTNL8
chr5	180336838	180336927	Y_RNA
chr5	180372756	180372907	RPS29P12
chr5	180394189	180397762	AC091874.3
chr5	180394848	180395567	AC091874.2
chr5	180409273	180409611	AC091874.1
chr5	180415845	180433727	BTNL3
chr5	180434281	180434384	RNU6-1036P
chr5	180467225	180488521	BTNL9
chr5	180492086	180492677	AC008620.1
chr5	180526140	180527666	FOXO1B
chr5	180541106	180542674	AC008620.2
chr5	180550122	180558169	OR2V1
chr5	180574586	180586285	OR2V2
chr5	180605821	180618852	LINC01962
chr5	180618875	180621429	AC008443.5
chr5	180620924	180632293	TRIM7
chr5	180622496	180630103	AC008443.6
chr5	180632361	180633120	AC008443.4
chr5	180634480	180644864	AC008443.9
chr5	180649499	180662808	TRIM41
chr5	180649566	180649633	MIR4638
chr5	180651646	180657685	AC008443.2
chr5	180663909	180675096	RACK1
chr5	180668814	180668892	SNORD96A
chr5	180670312	180670379	SNORD95
chr5	180673507	180699168	AC008443.1
chr5	180681417	180688140	TRIM52
chr5	180688170	180699308	TRIM52-AS1
chr5	180703849	180704556	AC008443.8
chr5	180708376	180710653	AC008443.3
chr5	180718674	180722573	AC008443.7
chr5	180728968	180729071	RNU6-705P
chr5	180733503	180751686	AC138035.1
chr5	180756050	180758840	AC138035.3
chr5	180756242	180769214	AC138035.2
chr5	180794269	180795263	OR4F3
chr5	180805696	180806039	WBP1LP4
chr5	180878878	180878968	AC138031.2
chr5	180898964	180899431	RPL23AP45
chr6	95124	95454	WBP1LP12
chr6	105919	106856	OR4F1P
chr6	131910	145083	CICP18
chr6	167607	170631	AL035696.2
chr6	181466	205519	AL035696.3
chr6	184339	186899	AL035696.4
chr6	203313	206392	AL035696.1
chr6	285443	292013	AL365272.1
chr6	291630	351355	DUSP22
chr6	391752	411443	IRF4
chr6	453391	477829	AL512308.1
chr6	485154	693139	EXOC2
chr6	524171	525581	AL031770.1
chr6	655939	656963	HUS1B
chr6	669081	670307	AL357054.1
chr6	692530	796781	AL357054.2
chr6	708592	711405	AL357054.4
chr6	729128	760936	AL357054.5
chr6	761675	780648	AL357054.3
chr6	774747	780214	AL392183.1
chr6	905462	909594	AL356130.1
